propertyName,propertyType,city,country,address,website,sourceUrl,phone,propertyEmail,decisionMakerName,decisionMakerTitle,decisionMakerEmail,salesEmail,reservationsEmail,emailVerified,emailSource,verificationStatus,verificationMethod
Henry Howard Hotel,Boutique hotel,New Orleans,United States,,https://www.henryhowardhotel.com,https://www.henryhowardhotel.com/contact/,,info@henryhowardhotel.com,,,generalmanager@henryhowardhotel.com,,,True,official_website,verified,Published on official website contact page
Hotel Lucia,Boutique hotel,Portland,United States,,https://www.hotellucia.com,https://www.hotellucia.com/,,info@hotellucia.com,,,,,,True,official_website,verified,Published on official website contact page
Woodlark Hotel,Boutique hotel,Portland,United States,,https://www.woodlarkhotel.com,https://www.woodlarkhotel.com/contact/,,hello@woodlarkhotel.com,,,,sales@woodlarkhotel.com,reservations@woodlarkhotel.com,True,official_website,verified,Published on official website contact page
The Society Hotel Portland,Boutique hotel,Portland,United States,,https://www.thesocietyhotel.com,https://thesocietyhotel.com/contact/,,portland@thesocietyhotel.com,,,,,frontdesk@thesocietyhotel.com,True,official_website,verified,Published on official website contact page
Jupiter Hotel,Boutique hotel,Portland,United States,,https://www.jupiterhotel.com,https://www.jupiterhotel.com/contact,,info@jupiterhotel.com,,,,sales@jupiterhotel.com,,True,official_website,verified,Published on official website contact page
Sentinel Hotel,Boutique hotel,Portland,United States,,https://www.sentinelhotel.com,https://www.sentinelhotel.com/contact,,info@sentinelhotel.com,,,,,,True,official_website,verified,Published on official website contact page
Hi-Lo Hotel,Boutique hotel,Portland,United States,,https://www.hi-lo-hotel.com,https://www.hi-lo-hotel.com/contact-us,,info@hi-lo-hotel.com,,,,,,True,official_website,verified,Published on official website contact page
KEX Hotel Portland,Boutique hotel,Portland,United States,,https://www.kexhotels.com/portland,https://www.kexhotels.com/contact-us,,info@kexportland.com,,,,,,True,official_website,verified,Published on official website contact page
The Pearl Hotel,Boutique hotel,San Diego,United States,,https://www.thepearlsd.com,https://www.thepearlsd.com/contact,,info@thepearlsd.com,,,,,,True,official_website,verified,Published on official website contact page
Tower23 Hotel,Boutique hotel,San Diego,United States,,https://www.t23hotel.com,https://www.t23hotel.com/,,reserve23@t23hotel.com,,,,,,True,official_website,verified,Published on official website contact page
The Guild Hotel San Diego,Boutique hotel,San Diego,United States,,https://www.theguildhotel.com,https://theguildhotel.com/contact/,,info@theguildhotel.com,,,,sales@theguildhotel.com,,True,official_website,verified,Published on official website contact page
Pantai Inn,Boutique hotel,La Jolla,United States,,https://www.pantai.com,https://pantai.com/,,stay@pantai.com,,,,events@pantai.com,,True,official_website,verified,Published on official website contact page
Morris House Hotel,Boutique hotel,Philadelphia,United States,,https://www.morrishousehotel.com,https://www.morrishousehotel.com/location-contact,,info@morrishousehotel.com,,,,,,True,official_website,verified,Published on official website contact page
Penn's View Hotel,Boutique hotel,Philadelphia,United States,,https://www.pennsviewhotel.com,https://www.pennsviewhotel.com/contact,,reservations@pennsviewhotel.com,,,,,,True,official_website,verified,Published on official website contact page
Hotel ZaZa Dallas,Boutique hotel,Dallas,United States,,https://www.hotelzaza.com/dallas,https://www.hotelzaza.com/contact,,dallasuptown@hotelzaza.com,,,,,,True,official_website,verified,Published on official website contact page
The Joule Dallas,Boutique hotel,Dallas,United States,,https://www.thejouledallas.com,https://www.thejouledallas.com/contact,,reservations@thejouledallas.com,,,,,,True,official_website,verified,Published on official website contact page
Lorenzo Hotel,Boutique hotel,Dallas,United States,,https://www.lorenzohotel.com,https://lorenzohotel.com/,,info@lorenzohotel.com,,,,,,True,official_website,verified,Published on official website contact page
Kimpton Pittman Hotel,Boutique hotel,Dallas,United States,,https://www.pittmanhoteldallas.com,https://www.pittmanhoteldallas.com/contact-us/,,talktous@pittmanhoteldallas.com,,,,,frontdesk@pittmanhoteldallas.com,True,official_website,verified,Published on official website contact page
Hotel Swexan,Boutique hotel,Dallas,United States,,https://www.hotelswexan.com,https://hotelswexan.com/contact-us/,,info@hotelswexan.com,,,,,,True,official_website,verified,Published on official website contact page
Hotel ZaZa Houston Memorial City,Boutique hotel,Houston,United States,,https://www.hotelzaza.com/houston,https://www.hotelzaza.com/contact,,houstonmemorial@hotelzaza.com,,,,,,True,official_website,verified,Published on official website contact page
Hotel ZaZa Houston Museum District,Boutique hotel,Houston,United States,,https://www.hotelzaza.com/houston,https://www.hotelzaza.com/contact,,houstonmuseumdistrict@hotelzaza.com,,,,,,True,official_website,verified,Published on official website contact page
Charming Inns of Charleston,Boutique hotel,Charleston,United States,,https://charminginns.com,https://charminginns.com/contact-us/,,info@charminginns.com,,,gsevers@charminginns.com,,,True,official_website,verified,Published on official website contact page
John Rutledge House Inn,Boutique hotel,Charleston,United States,,https://johnrutledgehouseinn.com,https://johnrutledgehouseinn.com/contact-us/,,jrh-concierge@charminginns.com,,,,,,True,official_website,verified,Published on official website contact page
Fulton Lane Inn,Boutique hotel,Charleston,United States,,https://fultonlaneinn.com,https://fultonlaneinn.com/contact-us/,,fli-concierge@charminginns.com,,,,,,True,official_website,verified,Published on official website contact page
Kings Courtyard Inn,Boutique hotel,Charleston,United States,,https://kingscourtyardinn.com,https://kingscourtyardinn.com/contact-us/,,kci-concierge@charminginns.com,,,,,,True,official_website,verified,Published on official website contact page
Planters Inn Charleston,Boutique hotel,Charleston,United States,,https://www.plantersinn.com,https://www.plantersinn.com/,,reservations@plantersinn.com,,,,,,True,official_website,verified,Published on official website contact page
The Vendue,Boutique hotel,Charleston,United States,,https://www.thevendue.com,https://www.thevendue.com/contact/,,info@thevendue.com,,,,,res@thevendue.com,True,official_website,verified,Published on official website contact page
The Spectator Hotel,Boutique hotel,Charleston,United States,,https://www.thespectatorhotel.com,https://www.thespectatorhotel.com/contact,,info@thespectatorhotel.com,,,,,,True,official_website,verified,Published on official website contact page
HarbourView Inn,Boutique hotel,Charleston,United States,,https://www.harbourviewinn.com,https://www.harbourviewinn.com/contact,,info@harbourviewinn.com,,,becky@harbourviewinn.com,,,True,official_website,verified,Published on official website contact page
Market Pavilion Hotel,Boutique hotel,Charleston,United States,,https://www.marketpavilion.com,https://www.marketpavilion.com/contact.cfm,,info@marketpavilion.com,,,,,,True,official_website,verified,Published on official website contact page
The Dewberry Charleston,Boutique hotel,Charleston,United States,,https://www.thedewberrycharleston.com,https://www.thedewberrycharleston.com/contact,,guestservices@dewberryhotels.com,,,,,reservations@dewberryhotels.com,True,official_website,verified,Published on official website contact page
Hotel Emeline,Boutique hotel,Charleston,United States,,https://hotelemeline.com,https://hotelemeline.com/,,hello@hotelemeline.com,,,,,,True,official_website,verified,Published on official website contact page
21c Museum Hotel Cincinnati,Boutique hotel,Cincinnati,United States,,https://www.21cmuseumhotels.com/cincinnati,https://21cmuseumhotels.com/contact-us/,,cincy.team@21chotels.com,,,,,,True,official_website,verified,Published on official website contact page
21c Museum Hotel Louisville,Boutique hotel,Louisville,United States,,https://www.21cmuseumhotels.com/louisville,https://21cmuseumhotels.com/contact-us/,,lou.team@21chotels.com,,,,,,True,official_website,verified,Published on official website contact page
21c Museum Hotel Durham,Boutique hotel,Durham,United States,,https://www.21cmuseumhotels.com/durham,https://21cmuseumhotels.com/contact-us/,,dur.team@21chotels.com,,,,,,True,official_website,verified,Published on official website contact page
21c Museum Hotel Bentonville,Boutique hotel,Bentonville,United States,,https://www.21cmuseumhotels.com/bentonville,https://21cmuseumhotels.com/contact-us/,,bville.reservations@21chotels.com,,,,,,True,official_website,verified,Published on official website contact page
21c Museum Hotel Lexington,Boutique hotel,Lexington,United States,,https://www.21cmuseumhotels.com/lexington,https://21cmuseumhotels.com/contact-us/,,lex.team@21chotels.com,,,,,,True,official_website,verified,Published on official website contact page
AKA Beverly Hills,Serviced apartment,Beverly Hills,United States,,https://www.stayaka.com/aka-beverly-hills,https://www.stayaka.com/aka-beverly-hills,,beverlyhills@stayaka.com,,,,,,True,official_website,verified,Published on official website contact page
Mint House / Kasa,Aparthotel,United States,United States,,https://www.minthouse.com,https://kasa.com/get-help,,reservations@kasa.com,,,,,,True,official_website,verified,Published on official website contact page
